Name,Symbol,Industry Group,Industry
Wim Plast,WIMPLAST,Consumer Durables,Plastic Products - Consumer
Indosolar,WAAREEINDO,Electrical Equipment,Heavy Electrical Equipment
Davangere Sugar,DAVANGERE,Diversified FMCG,Diversified FMCG
A B Real Estate,ABREL,Realty,"Residential, Commercial Projects"
Munish Forge,MUNISH,Industrial Products,Castings & Forgings
KMC Speciality,,Healthcare Services,Hospital
Shivalik Rasayan,SHIVALIK,Fertilizers & Agrochemicals,Pesticides & Agrochemicals
Mauria Udyog,,Industrial Products,Other Industrial Products
Inox Green,INOXGREEN,Power,Power Generation
Chatha Foods,,Food Products,Packaged Foods
GSM Foils,GSMFOILS,Industrial Products,Packaging
Game Changers,,Textiles & Apparels,Other Textile Products
Frontier Springs,FRONTSP,Auto Components,Auto Components & Equipments
Prem. Explosives,PREMEXPLN,Chemicals & Petrochemicals,Explosives
Suraksha Diagno.,SURAKSHA,Healthcare Services,Healthcare Service Provider
Ellen.Indl.Gas,ELLEN,Chemicals & Petrochemicals,Industrial Gases
Nila Infrastruct,NILAINFRA,Realty,"Residential, Commercial Projects"
Kay Cee,KCEIL,Construction,Civil Construction
Premier Polyfilm,PREMIERPOL,Industrial Products,Plastic Products - Industrial
B & A,BNALTD,Agricultural Food & other Products,Tea & Coffee
Generic Engineer,GENCON,Realty,"Residential, Commercial Projects"
Kisan Mouldings,,Industrial Products,Plastic Products - Industrial
Markolines Pavem,MARKOLINES,Construction,Civil Construction
Shri Gang Indus,,Beverages,Breweries & Distilleries
Mayasheel Vent.,MAYASHEEL,Construction,Civil Construction
Anjani Portland,APCL,Cement & Cement Products,Cement & Cement Products
Ruby Mills,RUBYMILLS,Textiles & Apparels,Other Textile Products
Methodhub Software,,IT - Software,Computers - Software & Consulting
Prime Fresh,,Agricultural Food & other Products,Other Agricultural Products
Indian Sucrose,,Agricultural Food & other Products,Sugar
Fedders Holding,FEDDERSHOL,Finance,Non Banking Financial Company (NBFC)
Zee Learn,ZEELEARN,Other Consumer Services,Education
Rajoo Engineers,RAJOOENG,Industrial Manufacturing,Industrial Products
NELCO,NELCO,IT - Hardware,Computers Hardware & Equipments
S & S Power Swit,S&SPOWER,Electrical Equipment,Other Electrical Equipment
Avi Ansh,AVIANSH,Textiles & Apparels,Other Textile Products
Transteel Seatin,TRANSTEEL,Consumer Durables,"Furniture, Home Furnishing"
Sir Shadi Lal,,Agricultural Food & other Products,Sugar
Cash UR Drive,CUDML,Media,Advertising & Media Agencies
South West Pinn.,SOUTHWEST,Commercial Services & Supplies,Diversified Commercial Services
Purple Wave Info,,Industrial Manufacturing,Industrial Products
BGR Energy Sys.,BGRENERGY,Construction,Civil Construction
Vishwaraj Sugar,VISHWARAJ,Agricultural Food & other Products,Sugar
Orissa Bengal,OBCL,Transport Services,Logistics Solution Provider
One Point One,ONEPOINT,Commercial Services & Supplies,Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO)
AB Cotspin,ABCOTS,Textiles & Apparels,Other Textile Products
Amanta Healthcar,AMANTA,Pharmaceuticals & Biotechnology,Pharmaceuticals
Indian Emuls,IEML,Chemicals & Petrochemicals,Specialty Chemicals
Virinchi,VIRINCHI,IT - Software,Software Products
Sandesh,SANDESH,Media,Print Media
Desco Infra.,,Construction,Civil Construction
Sacheerome,SACHEEROME,Chemicals & Petrochemicals,Specialty Chemicals
Shiva Texyarn,SHIVATEX,Textiles & Apparels,Other Textile Products
Inflame Applian.,,Consumer Durables,Houseware
Madhusudan Masa,MADHUSUDAN,Food Products,Other Food Products
Srivari Spices &,SSFL,Food Products,Other Food Products
Worth Peripheral,WORTHPERI,Industrial Products,Packaging
Patel Chem,,Chemicals & Petrochemicals,Specialty Chemicals
Menon Pistons,MENNPIS,Auto Components,Auto Components & Equipments
Super Iron,,Industrial Products,Castings & Forgings
Nxt-Infra Trust,NXT-INFRA,Construction,Civil Construction
Genesys Intl.,GENESYS,IT - Services,IT Enabled Services
Amal,,Chemicals & Petrochemicals,Specialty Chemicals
Trident Lifeline,,Pharmaceuticals & Biotechnology,Pharmaceuticals
Kanoria Energy,,Cement & Cement Products,Cement & Cement Products
Vertoz,VERTOZ,Media,Advertising & Media Agencies
Chemcon Special.,CHEMCON,Chemicals & Petrochemicals,Specialty Chemicals
Hind.Oil Explor.,HINDOILEXP,Oil,Oil Exploration & Production
Energy-Mission,EMMIL,Industrial Manufacturing,Industrial Products
Andrew Yule & Co,ANDREWYU,Agricultural Food & other Products,Tea & Coffee
Modern Threads,MODTHREAD,Textiles & Apparels,Other Textile Products
Chemfab Alka.,CHEMFAB,Chemicals & Petrochemicals,Commodity Chemicals
Tera Software,TERASOFT,IT - Services,IT Enabled Services
Emergent Indust.,,Metals & Minerals Trading,Trading - Metals
R M Drip & Sprin,RMDRIP,Industrial Products,Plastic Products - Industrial
Kaytex Fabrics,KAYTEX,Textiles & Apparels,Garments & Apparels
Organic Recyclin,,Other Utilities,Waste Management
A B Infrabuild,ABINFRA,Construction,Civil Construction
Technvision Ven.,TECHNVISN,IT - Software,Software Products
Ovobel Foods,,Food Products,Meat Products including Poultry
Milkfood,,Food Products,Dairy Products
Laxmi Dental,LAXMIDENTL,Healthcare Equipment & Supplies,Medical Equipment & Supplies
Tour. Fin. Corp.,TFCILTD,Finance,Financial Institution
Bizotic Commer.,,Textiles & Apparels,Garments & Apparels
Le Merite Export,LEMERITE,Textiles & Apparels,Other Textile Products
Esprit Stones,ESPRIT,Consumer Durables,Granites & Marbles
TIL,TIL,"Agricultural, Commercial & Construction Vehicles",Construction Vehicles
Aluwind Infra,ALUWIND,Industrial Products,"Aluminium, Copper & Zinc Products"
Subex,SUBEXLTD,IT - Software,Software Products
BIGBLOC Const.,BIGBLOC,Cement & Cement Products,Cement & Cement Products
Jaro Institute,JARO,Other Consumer Services,E-Learning
Roto Pumps,ROTO,Industrial Products,"Compressors, Pumps & Diesel Engines"
Kernex Microsys.,KERNEX,Transport Services,Transport Related Services
Balaxi Pharma,BALAXI,Pharmaceuticals & Biotechnology,Pharmaceuticals
DCG Cables,DCG,Industrial Products,Cables - Electricals
Intl. Combustion,,Industrial Manufacturing,Industrial Products
Binayaka Tex Pr,,Textiles & Apparels,Other Textile Products
North Eastn.Car.,NECCLTD,Transport Services,Logistics Solution Provider
Niyogin Fintech,,Finance,Non Banking Financial Company (NBFC)
PG Foils,,Non - Ferrous Metals,Aluminium
Chembond Materi.,CHEMBOND,Chemicals & Petrochemicals,Specialty Chemicals
Panasonic Energy,,Household Products,Household Products
Alankit,ALANKIT,Commercial Services & Supplies,Diversified Commercial Services
NSB BPO,,Commercial Services & Supplies,Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO)
Dhunseri Vent.,DVL,Diversified,Diversified
Rajshree Polypac,RPPL,Industrial Products,Packaging
Ducol Organics,DUCOL,Chemicals & Petrochemicals,Dyes And Pigments
OBSC Perfection,OBSCP,Auto Components,Auto Components & Equipments
Vasa Denticity,DENTALKART,Healthcare Equipment & Supplies,Medical Equipment & Supplies
Sakar Healthcare,SAKAR,Pharmaceuticals & Biotechnology,Pharmaceuticals
Excelsoft Tech.,EXCELSOFT,IT - Services,IT Enabled Services
Omega Interactiv,,IT - Software,Software Products
Forbes Precision,,Industrial Manufacturing,Industrial Products
Goldkart Jewels,GOLDKART,Consumer Durables,"Gems, Jewellery And Watches"
Axtel Industries,,Industrial Manufacturing,Industrial Products
Raghav Product.,RPEL,Industrial Products,Electrodes & Refractories
Gamco Ltd,,Finance,Other Financial Services
Onix Solar,,Non - Ferrous Metals,Copper
Qualitek Labs,,Commercial Services & Supplies,Consulting Services
Jayesh Logistics,JAYESH,Transport Services,Logistics Solution Provider
Dam Capital Advi,DAMCAPITAL,Capital Markets,Stockbroking & Allied
Hilton Met.Forg.,HILTON,Industrial Products,Castings & Forgings
Airo Lam,AIROLAM,Consumer Durables,Plywood Boards/ Laminates
Swiss Military,,Consumer Durables,Diversified consumer products
Dhunseri Invest.,DHUNINV,Finance,Non Banking Financial Company (NBFC)
Hi-Green Carbon,HIGREEN,Other Utilities,Waste Management
Workmates Core2,,IT - Software,Computers - Software & Consulting
Vikas Ecotech,VIKASECO,Chemicals & Petrochemicals,Specialty Chemicals
Lak. Electrical,,Electrical Equipment,Other Electrical Equipment
Pratham EPC,PRATHAM,Construction,Civil Construction
Patdiam Jeweller,,Consumer Durables,"Gems, Jewellery And Watches"
Andhra Petrochem,,Chemicals & Petrochemicals,Commodity Chemicals
Captain Techno.,,Industrial Manufacturing,Industrial Products
Finkurve Fin.,FINKURVE,Finance,Non Banking Financial Company (NBFC)
Mamata Machinery,MAMATA,Industrial Manufacturing,Industrial Products
ACS Tech,ACSTECH,IT - Services,IT Enabled Services
Trade-Wings,,Leisure Services,"Tour, Travel Related Services"
Brandman Retail,BRANDMAN,Consumer Durables,Footwear
Eimco Elecon(I),EIMCOELECO,Industrial Manufacturing,Industrial Products
Wendt India,WENDT,Industrial Products,Abrasives & Bearings
Unihealth Hosp,UNIHEALTH,Healthcare Services,Hospital
Hind.Adhesive,,Industrial Products,Plastic Products - Industrial
Amic Forging,,Industrial Products,Castings & Forgings
Nova Agritech,NOVAAGRI,Fertilizers & Agrochemicals,Fertilizers
Permanent Magnet,,Electrical Equipment,Other Electrical Equipment
Samkrg Pistons,,Auto Components,Auto Components & Equipments
Plaza Wires,PLAZACABLE,Industrial Products,Cables - Electricals
Astonea Labs,,Pharmaceuticals & Biotechnology,Pharmaceuticals
Thomas Scott,THOMASCOTT,Textiles & Apparels,Garments & Apparels
Lakshmi Mills,,Textiles & Apparels,Other Textile Products
Saint-Gob. Sekur,,Auto Components,Auto Components & Equipments
Winsol Engineers,WINSOL,Construction,Civil Construction
C2C Advanced,C2C,Aerospace & Defense,Aerospace & Defense
Simm. Marshall,,Auto Components,Auto Components & Equipments
Vistar Amar,,Food Products,Other Food Products
Dhabriya Poly.,,Industrial Products,Plastic Products - Industrial
Suraj Products,,Industrial Products,Iron & Steel Products
Ambalal Sarabhai,AMBALALSA,Pharmaceuticals & Biotechnology,Pharmaceuticals
ARCL Organics,,Chemicals & Petrochemicals,Commodity Chemicals
Chandan Healthca,CHANDAN,Healthcare Services,Healthcare Service Provider
Aviva Industries,,Commercial Services & Supplies,Trading & Distributors
Neochem Bio,NEOCHEM,Chemicals & Petrochemicals,Specialty Chemicals
Krishna Defence,KRISHNADEF,Aerospace & Defense,Aerospace & Defense
Kesoram Inds.,KESORAMIND,Cement & Cement Products,Cement & Cement Products
Mufin Green,MUFIN,Finance,Non Banking Financial Company (NBFC)
Jaysynth Orgo,,Chemicals & Petrochemicals,Specialty Chemicals
KCP Sugar &Inds.,KCPSUGIND,Agricultural Food & other Products,Sugar
Vital Chemtech,VITAL,Chemicals & Petrochemicals,Specialty Chemicals
Artificial Elect,,IT - Software,Software Products
Jagsonpal Pharma,JAGSNPHARM,Pharmaceuticals & Biotechnology,Pharmaceuticals
CSL Finance,CSLFINANCE,Finance,Non Banking Financial Company (NBFC)
Fino Payments,FINOPB,Banks,Other Bank
Delphi World,DELPHIFX,Finance,Other Financial Services
Bimetal Bearings,BIMETAL,Auto Components,Auto Components & Equipments
Avantel,AVANTEL,Aerospace & Defense,Aerospace & Defense
Shyam Dhani Ind.,SHYAMDHANI,Food Products,Other Food Products
Kotyark Indust.,KOTYARK,Petroleum Products,Refineries & Marketing
FratelliVineyard,,Beverages,Breweries & Distilleries
Trident Techlabs,TECHLABS,IT - Software,Computers - Software & Consulting
HLV,HLVLTD,Leisure Services,Hotels & Resorts
Kamdhenu Venture,KAMOPAINTS,Consumer Durables,Paints
Royal Arc Ele.,ROYALARC,Industrial Products,Electrodes & Refractories
Indo Borax & Ch.,INDOBORAX,Chemicals & Petrochemicals,Commodity Chemicals
Reliance Communi,RCOM,Telecom - Services,Telecom - Cellular & Fixed line services
Parnax Lab,,Pharmaceuticals & Biotechnology,Pharmaceuticals
Wardwizard Inno.,,Automobiles,2/3 Wheelers
Yaashvi Jewellers,,,
Mobavenue AI Tech,,IT - Software,Software Products
Golkunda Diamond,,Consumer Durables,"Gems, Jewellery And Watches"
Sh. Rama Multi.,SHREERAMA,Industrial Products,Packaging
IL&FS Engg.,IL&FSENGG,Construction,Civil Construction
Cybertech Sys.,CYBERTECH,IT - Software,Computers - Software & Consulting
Thaai,TCL,Auto Components,Auto Components & Equipments
Cineline India,CINELINE,Entertainment,"Film Production, Distribution & Exhibition"
Sarthak Metals,SMLT,Industrial Products,Iron & Steel Products
D & H India,,Industrial Manufacturing,Industrial Products
Ahm. Steelcraft,,Industrial Products,Iron & Steel Products
Emkay Tools,ETL,Industrial Manufacturing,Industrial Products
Elcid Investment,ELCIDIN,Finance,Investment Company
Cochin Minerals,,Chemicals & Petrochemicals,Specialty Chemicals
Danlaw Tech.,,Industrial Manufacturing,Industrial Products
Safety Controls,,Construction,Civil Construction
Oval Projects,,Construction,Civil Construction
ADC India,,Telecom -  Equipment & Accessories,Telecom -  Equipment & Accessories
Shivashrit Foods,SHIVASHRIT,Food Products,Other Food Products
Mardia Samyoung,,Non - Ferrous Metals,Copper
Parsvnath Devl.,PARSVNATH,Realty,"Residential, Commercial Projects"
Axita Cotton,AXITA,Textiles & Apparels,Other Textile Products
Josts Engg. Co.,,Industrial Manufacturing,Industrial Products
Sreeleathers,SREEL,Consumer Durables,Footwear
IIRM Holdings,,Commercial Services & Supplies,Consulting Services
Karnika Industri,KARNIKA,Textiles & Apparels,Garments & Apparels
Rex Pipes&Cables,REXPIPES,Industrial Products,Plastic Products - Industrial
Sahasra Electro.,SAHASRA,Industrial Products,Other Industrial Products
HVAX Technolog.,HVAX,Construction,Civil Construction
Bajaj Holdings,BAJAJHLDNG,Finance,Holding Company
Shri Ahimsa,SHRIAHIMSA,Food Products,Other Food Products
Iris Clothings,IRISDOREME,Textiles & Apparels,Garments & Apparels
Aaradhya Dis.,AARADHYA,"Paper, Forest & Jute Products",Paper & Paper Products
Atal Realtech,ATALREAL,Realty,"Residential, Commercial Projects"
Manilam Industries,MANILAM,Consumer Durables,Plywood Boards/ Laminates
Alembic,ALEMBICLTD,Realty,"Residential, Commercial Projects"
Jaykay Enter.,JAYKAY,Aerospace & Defense,Aerospace & Defense
Pilani Invest.,PILANIINVS,Finance,Holding Company
Rajputana Bio.,RAJPUTANA,Chemicals & Petrochemicals,Petrochemicals
Global Surfaces,GSLSU,Consumer Durables,Granites & Marbles
Dev Accele.,DEVX,Commercial Services & Supplies,Diversified Commercial Services
IZMO,IZMO,IT - Services,IT Enabled Services
Lambodhara Text.,LAMBODHARA,Textiles & Apparels,Other Textile Products
NIBE,NIBE,Aerospace & Defense,Aerospace & Defense
Bhandari Hosiery,BHANDARI,Textiles & Apparels,Other Textile Products
Z-Tech (India),ZTECH,Other Utilities,Waste Management
Patels Airtemp,,Industrial Manufacturing,Industrial Products
Foce India,FOCE,Consumer Durables,"Gems, Jewellery And Watches"
Alufluoride,,Chemicals & Petrochemicals,Commodity Chemicals
Saakshi Medtech,SAAKSHI,Electrical Equipment,Other Electrical Equipment
GTL,GTL,Telecom - Services,Other Telecom Services
Prozone Realty,PROZONER,Realty,"Residential, Commercial Projects"
BCPL Railway,BCPL,Construction,Civil Construction
Kalyani Forge,KALYANIFRG,Industrial Products,Castings & Forgings
Akiko,AKIKO,Finance,Other Financial Services
HP Adhesives,HPAL,Chemicals & Petrochemicals,Specialty Chemicals
HEC Infra Proj.,HECPROJECT,Construction,Civil Construction
Nupur Recyclers,NRL,Metals & Minerals Trading,Trading - Metals
SRG Housing,SRGHFL,Finance,Housing Finance Company
Jasch Industries,,Textiles & Apparels,Other Textile Products
Lehar Footwears,,Consumer Durables,Footwear
T T,TTL,Textiles & Apparels,Other Textile Products
Intl. Travel Hse,,Leisure Services,"Tour, Travel Related Services"
Vaidya Sane,MADHAVBAUG,Healthcare Equipment & Supplies,Medical Equipment & Supplies
East India Drums,,Commercial Services & Supplies,Trading & Distributors
Medico Remedies,MEDICO,Pharmaceuticals & Biotechnology,Pharmaceuticals
U P Hotels,,Leisure Services,Hotels & Resorts
Vakrangee,VAKRANGEE,IT - Services,IT Enabled Services
Narmada Gelatine,,Chemicals & Petrochemicals,Specialty Chemicals
Titan Biotech,,Chemicals & Petrochemicals,Specialty Chemicals
Rajnandini Metal,RAJMET,Industrial Products,"Aluminium, Copper & Zinc Products"
Vishnusurya Pro.,VISHNUINFR,Other Construction Materials,Other Construction Materials
Indag Rubber,,Auto Components,Tyres & Rubber Products
Univastu India,UNIVASTU,Construction,Civil Construction
TVS Infra. Trust,TVSINVIT,Commercial Services & Supplies,Diversified Commercial Services
Arrow Greentech,ARROWGREEN,Industrial Products,Packaging
Jattashankar Ind,,Textiles & Apparels,Other Textile Products
Shree Vasu Logis,SVLL,Transport Services,Logistics Solution Provider
Kaya Ltd,KAYA,Leisure Services,Wellness
Almondz Global,ALMONDZ,Capital Markets,Stockbroking & Allied
Grand Continent,GCHOTELS,Leisure Services,Hotels & Resorts
Vippy Spinpro,,Textiles & Apparels,Other Textile Products
Mold-Tek Technol,MOLDTECH,Construction,Civil Construction
Birla Precision,BIRLAPREC,Industrial Manufacturing,Industrial Products
Paushak,PAUSHAKLTD,Chemicals & Petrochemicals,Specialty Chemicals
Calcom Vision,,Consumer Durables,Consumer Electronics
Ashwini Contain.,ASHWINI,Transport Services,Road Transport
Sakthi Finance,,Finance,Investment Company
Shreeoswal Seeds,OSWALSEEDS,Agricultural Food & other Products,Other Agricultural Products
Virtual Galaxy,VGINFOTECH,IT - Software,Software Products
Moneyboxx Fin.,MONEYBOXX,Finance,Non Banking Financial Company (NBFC)
Gabriel Pet,,Industrial Products,Other Industrial Products
Msafe Equipments,,Non - Ferrous Metals,Aluminium
Lancer Containe.,LANCER,Transport Services,Logistics Solution Provider
Ausom Enter.,AUSOMENT,Consumer Durables,"Gems, Jewellery And Watches"
Shivalic Power,SPCL,Electrical Equipment,Other Electrical Equipment
Take Solutions,TAKE,Healthcare Services,"Healthcare Research, Analytics & Technology"
Anondita Medi.,ANONDITA,Personal Products,Personal Care
Cropster Agro,,Industrial Products,Packaging
Avonmore Capital,AVONMORE,Finance,Non Banking Financial Company (NBFC)
KG Petrochem,,Textiles & Apparels,Other Textile Products
Madhav Infra,MADHAVIPL,Construction,Civil Construction
Sealmatic India,,Industrial Products,Other Industrial Products
Emmforce Auto.,,Auto Components,Auto Components & Equipments
Denta Water,DENTA,Other Utilities,Water Supply & Management
